iter	PRAUC	Logloss
71	0.9359946443	0.3555997603
72	0.9362363812	0.3548645679
73	0.9366621868	0.3532818262
74	0.9368350197	0.352790646
75	0.9370231372	0.3522881431
76	0.9371879494	0.3518035222
77	0.9373074977	0.3513106
78	0.9374539301	0.3508499826
79	0.9375343725	0.3505802758
80	0.9376401992	0.3502464762
81	0.9379013863	0.3491923736
82	0.9381549438	0.3483933255
83	0.9384550509	0.3476251234
84	0.9385802019	0.347168769
85	0.9386990927	0.3465929966
86	0.9388080199	0.3462491442
87	0.93901731	0.3456695537
88	0.9391352051	0.3452379296
89	0.9392834969	0.3448025071
90	0.9394509486	0.3442224375
91	0.9395628936	0.3439243368
92	0.9397126753	0.3431740332
93	0.9398657238	0.3427549026
94	0.939967245	0.342479767
95	0.9400831149	0.3421142255
96	0.9403099902	0.3414472736
97	0.9404490768	0.3411606242
98	0.9405988434	0.3407946095
99	0.9407677256	0.340297318
100	0.9411051615	0.3392483122
101	0.9412029781	0.3390728277
102	0.9413415808	0.3386860909
103	0.9416381389	0.3377781818
104	0.941769509	0.3372908509
105	0.9418772814	0.3369183566
106	0.9420831663	0.336257527
107	0.9422816192	0.3356781177
108	0.9423515275	0.3354170375
109	0.9425231596	0.3350437134
110	0.9426366252	0.3346675813
111	0.9427557259	0.3342576646
112	0.942826386	0.3340450153
113	0.9429311186	0.3337713983
114	0.9430238772	0.3334753414
115	0.9430988243	0.3332240373
116	0.9432167209	0.3328912981
117	0.9433893279	0.3323975324
118	0.9436012063	0.3315725517
119	0.9437057404	0.33126387
120	0.9438928534	0.3305819506
121	0.9439926707	0.3303452749
122	0.9440726022	0.330025633
123	0.94414861	0.329815333
124	0.9442929279	0.3294557958
125	0.9445187903	0.3288247265
126	0.9446489683	0.3283964859
127	0.9449313052	0.3276688081
128	0.9450244258	0.3273850178
129	0.9450513069	0.3272257092
130	0.9451114682	0.3270139986
131	0.945228174	0.3264051068
132	0.9452852459	0.326202025
133	0.9454398566	0.3256609928
134	0.9455946685	0.3252695501
135	0.9458404118	0.3246680333
136	0.9458920375	0.3244830473
137	0.9460060613	0.3241382391
138	0.9460984266	0.3238408398
139	0.9462382128	0.3234910553
140	0.9463444884	0.323189704
141	0.9464746812	0.3228067687
142	0.9466412113	0.3222941811
143	0.9467114368	0.3221180926
144	0.9467655601	0.3219141999
145	0.9468638481	0.3216696731
146	0.9469600235	0.3214116713
147	0.9470456085	0.3211467865
148	0.947085958	0.3210224186
149	0.9471333334	0.3208268915
150	0.9472109856	0.3205043364
151	0.9473050345	0.3202044288
152	0.9473750113	0.3199282378
153	0.9474321044	0.3197547299
154	0.9476187832	0.319215868
155	0.9476907048	0.3190350414
156	0.9477123296	0.3189765035
157	0.9478053619	0.3186870375
158	0.9479268393	0.3183048265
159	0.9480153041	0.3180909378
160	0.9480276106	0.3180739701
161	0.9480959685	0.3178559327
162	0.948208203	0.3175572887
163	0.9482705495	0.3173504351
164	0.9483558586	0.3171211081
165	0.9484232368	0.3168637422
166	0.9486635367	0.3161218284
167	0.948741578	0.3157708721
168	0.9487737089	0.3156870453
169	0.9488186412	0.315580858
170	0.948929903	0.3152927204
171	0.949078297	0.3147700074
172	0.9491586693	0.3145426481
173	0.9492264104	0.3143303576
174	0.9493555577	0.3139905513
175	0.9494340529	0.3137344301
176	0.9494661933	0.3135976621
177	0.9495739419	0.3133060502
178	0.9496556801	0.3130695779
179	0.9497245949	0.312836513
180	0.9497886322	0.3126621972
181	0.9498382893	0.3125044009
182	0.9499014029	0.3123110115
183	0.9499804641	0.3120839719
184	0.9500518011	0.311860311
185	0.9500691667	0.3117525384
186	0.9501621449	0.3114805479
187	0.9501992896	0.3113567709
188	0.9503482342	0.3109286012
189	0.9503840211	0.3108400717
190	0.9504246675	0.3107024492
191	0.9505494	0.3102874294
192	0.9506397463	0.3100911111
193	0.9506961109	0.3098692888
194	0.9507879827	0.3096066012
195	0.9508485689	0.3094202729
196	0.9509408531	0.3091458049
197	0.9510307222	0.3089059902
198	0.9511716471	0.308349264
199	0.9512466659	0.3081658716
200	0.9512533319	0.3081390791
201	0.9513194066	0.3079158301
202	0.9514098593	0.3076743773
203	0.9514724657	0.3075218989
204	0.9515409002	0.3073328711
205	0.9515861579	0.3071956615
206	0.9516439322	0.307002024
207	0.9517174393	0.3067987747
208	0.9517988343	0.3065465756
209	0.9518064178	0.3064968063
210	0.9518332078	0.3063973342
211	0.9518994049	0.3062394374
212	0.9519050436	0.3062150709
213	0.9519569406	0.3060938392
214	0.9520356986	0.3058481529
215	0.9520761005	0.3057270692
216	0.9521795522	0.3053885769
217	0.9522254681	0.3052288606
218	0.9523259896	0.3048869044
219	0.9524495731	0.3045662464
220	0.9525481891	0.3041904976
221	0.9526404362	0.3037598659
222	0.9526920416	0.3036030735
223	0.9527541805	0.3034264284
224	0.9528226615	0.3031063486
225	0.952926114	0.3027433662
226	0.9529668504	0.3026481732
227	0.9530122595	0.3025040522
228	0.953100023	0.3022384159
229	0.9532584372	0.3017817279
230	0.95332939	0.3016151362
231	0.9534155878	0.301365849
232	0.95345422	0.3012571269
233	0.9535241977	0.3010528774
234	0.9535976878	0.3008370508
235	0.953649138	0.3007171175
236	0.9536860148	0.3005754454
237	0.953753621	0.3003594309
238	0.9537829493	0.3002576617
239	0.9538693915	0.2999340843
240	0.9540366323	0.299340509
241	0.9541590039	0.2989572934
242	0.9542249387	0.298750016
243	0.9542661928	0.2986489141
244	0.9543273711	0.2984909631
245	0.9543568786	0.2983610304
246	0.9544313641	0.2980878005
247	0.9546360873	0.2974156652
248	0.9548336187	0.2966367215
249	0.9548848939	0.2964582163
250	0.9549738522	0.2961779371
251	0.9550856058	0.2958488132
252	0.9551675955	0.2956262836
253	0.9552387447	0.2954374643
254	0.9552874561	0.2952679529
255	0.9553696411	0.2950357037
256	0.9554244996	0.2948894019
257	0.9554660508	0.2947957693
258	0.9557251759	0.293793062
259	0.9557718308	0.2935374104
260	0.9558553907	0.2932615843
261	0.9559165453	0.2930697468
262	0.9559572874	0.2929195292
263	0.9560276395	0.2926734083
264	0.9560834726	0.2924776818
265	0.9561754343	0.2921780663
266	0.9562440878	0.2919692783
267	0.9563341539	0.2915409651
268	0.9564151045	0.2913040706
269	0.9565045574	0.2910648012
270	0.9565917925	0.2906411194
271	0.9566526154	0.2904166253
272	0.9567514893	0.290056836
273	0.9568248608	0.2896816126
274	0.9569214871	0.2893692283
275	0.9569911181	0.2891474985
276	0.9570268799	0.2889910945
277	0.9571172535	0.2887447282
278	0.9573013802	0.287971846
279	0.9573407966	0.2878387201
280	0.9574378195	0.2875062812
281	0.9575390501	0.2871702738
282	0.9576276242	0.2869030998
283	0.9577083114	0.2866888419
284	0.9577994969	0.2864215987
285	0.9578729578	0.2861944861
286	0.9579831888	0.2858845517
287	0.9581016663	0.2855270898
288	0.958177015	0.2852872297
289	0.9583422464	0.2847908577
290	0.9584051724	0.284589285
291	0.9585028338	0.2841990077
292	0.9586068715	0.2838664758
293	0.958664535	0.2836956286
294	0.9587368839	0.2834592777
295	0.9588353969	0.2831608489
296	0.9588731674	0.2830103737
297	0.9589642998	0.2827117804
298	0.9590334426	0.2824675713
299	0.959117127	0.2822061454
300	0.9592101274	0.2819221597
301	0.9592788105	0.281695244
302	0.9593726836	0.2813653153
303	0.9594196553	0.2812323202
304	0.9594823123	0.2810456855
305	0.9595538706	0.2808285863
306	0.9596220851	0.2806272747
307	0.9596704007	0.2804902293
308	0.9597432881	0.2802404531
309	0.9598010848	0.2800689358
310	0.9598453244	0.2799425039
311	0.9599024177	0.2797598381
312	0.9599875897	0.2793825711
313	0.9600825315	0.279003294
314	0.9601506093	0.2787644188
315	0.9602195974	0.2785020011
316	0.9602779558	0.2783108485
317	0.9603201689	0.2781637455
318	0.9603713728	0.2780026436
319	0.9604244512	0.277812081
320	0.960499208	0.2776287371
321	0.9605774714	0.2773731354
322	0.9607149832	0.2769318735
323	0.9607758409	0.2767358278
324	0.9608425255	0.2765269201
325	0.9609108947	0.2762942588
326	0.9609644454	0.2761235043
327	0.9610165984	0.2759420866
328	0.9610829266	0.2756783653
329	0.9611465492	0.2754098116
330	0.9612087109	0.2752140823
331	0.9612968777	0.2749367966
332	0.9613725471	0.2746740102
333	0.9614261429	0.2745022178
334	0.9614960253	0.2743321676
335	0.9615354118	0.2741905012
336	0.9616090318	0.2739594068
337	0.961667198	0.2737794871
338	0.9617297194	0.2735656192
339	0.961796706	0.2733533199
340	0.961820971	0.273267268
341	0.9619016667	0.2730153843
342	0.9619611999	0.2728090682
343	0.9620258375	0.2725701344
344	0.9620864804	0.272212056
345	0.9621738826	0.2718994802
346	0.9622254361	0.2717323711
347	0.9623288781	0.2713749165
348	0.962408733	0.2711397132
349	0.962480694	0.2709124282
350	0.9625333611	0.270719788
351	0.9625912794	0.2705357929
352	0.9626400297	0.2703966821
353	0.9627099838	0.2701928512
354	0.9627583956	0.2700294456
355	0.9628387999	0.2697791636
356	0.9629400454	0.2693903944
357	0.9630143613	0.2691193369
358	0.9630525825	0.2689995911
359	0.9631232218	0.2688047573
360	0.9631864199	0.2686048565
361	0.963256493	0.2683729611
362	0.9633143957	0.2681737328
363	0.9633898513	0.2679458991
364	0.9634315558	0.2678218274
365	0.9634777877	0.2675186514
366	0.9635400613	0.2673250216
367	0.9635832549	0.2671871449
368	0.9636417934	0.2670372692
369	0.9636768627	0.2669365718
370	0.9637543214	0.2666938506
371	0.9638317992	0.2663601778
372	0.9638772385	0.2662274682
373	0.9639423902	0.2660185214
374	0.9639958089	0.2658536761
375	0.9640549201	0.2656699931
376	0.9641214774	0.2653896935
377	0.9641768785	0.2652047424
378	0.9642337201	0.265008122
379	0.9642911091	0.2648536934
380	0.9644054121	0.2643725968
381	0.9644460363	0.2642234452
382	0.9644859542	0.264098008
383	0.9645494319	0.2639019815
384	0.9646138837	0.2636732028
385	0.9646559148	0.2635465119
386	0.9647037841	0.2633910227
387	0.9647558579	0.2632108154
388	0.964806814	0.2630544785
389	0.9648442229	0.2629433225
390	0.9648537763	0.2629035514
391	0.9648952829	0.2627345217
392	0.964957611	0.2625070965
393	0.9650095327	0.262332187
394	0.9650417889	0.262230921
395	0.9650906299	0.2620609483
396	0.9651559291	0.2618010738
397	0.9652318671	0.2615178683
398	0.9652855043	0.2613316131
399	0.9653231143	0.2612017799
400	0.9653518696	0.261098433
401	0.9653895361	0.2608238097
402	0.9654375065	0.2606706099
403	0.9654763253	0.2605416781
404	0.9655571822	0.2601875349
405	0.9656197902	0.2599671913
406	0.9656895037	0.2597483468
407	0.9657430555	0.2595714445
408	0.965776197	0.2594614875
409	0.9658229647	0.2593234472
410	0.9658633311	0.2591839043
411	0.9658898058	0.2590536053
412	0.9659312959	0.2588857221
413	0.9659756539	0.258755468
414	0.9660076691	0.2586433205
415	0.9660619489	0.2584537203
416	0.9661074564	0.2582620854
417	0.96614298	0.2581322217
418	0.9662014473	0.2579472841
419	0.9662434233	0.2578012147
420	0.9662912098	0.2576341472
421	0.966335899	0.2574939251
422	0.9664073226	0.2572507117
423	0.9664773674	0.2570168308
424	0.9665181673	0.2568662375
425	0.9665530904	0.256757102
426	0.9665935317	0.2566158528
427	0.9666846769	0.2561583848
428	0.9667159596	0.2560344779
429	0.9667507357	0.2559140684
430	0.9667833033	0.2558019131
431	0.9668258274	0.2556516695
432	0.9668752663	0.25548387
433	0.9669368903	0.2553029356
434	0.9669718987	0.2551788838
435	0.967039925	0.2549716577
436	0.9670659016	0.2548894155
437	0.967109658	0.2547707975
438	0.9671497328	0.2546342186
439	0.9671881147	0.2544959189
440	0.9672332431	0.2543508551
441	0.9672769158	0.2542256485
442	0.9673522647	0.2539431212
443	0.9674207501	0.2536678312
444	0.9674723648	0.2534998485
445	0.9675741803	0.2530952366
446	0.9675851951	0.2530496785
447	0.9676149183	0.2529295118
448	0.9676578692	0.2527730697
449	0.9677005842	0.252560475
450	0.9677414094	0.2524159789
451	0.9677861623	0.2522828336
452	0.967811887	0.252195569
453	0.9678584087	0.2520352163
454	0.967890196	0.251925867
455	0.9679304771	0.2517766198
456	0.9679699817	0.2516604785
457	0.9680153842	0.2515238329
458	0.9680536222	0.2513786239
459	0.9681064153	0.2512018853
460	0.9681569143	0.2510177547
461	0.9681931239	0.2508924135
462	0.9682236001	0.2507867032
463	0.9682360379	0.2507364988
464	0.968284149	0.2505819799
465	0.9683208551	0.2504685699
466	0.9683743158	0.2503196751
467	0.9684049951	0.2502071447
468	0.9684498589	0.2500500087
469	0.968484651	0.2499312899
470	0.9685210408	0.2498197164
471	0.9685526094	0.2497013021
472	0.9686014817	0.2495175663
473	0.9686610874	0.2492999141
474	0.9687004896	0.2491611246
475	0.9687445996	0.249025925
476	0.968798877	0.2488483757
477	0.9688266044	0.2487459468
478	0.9688569463	0.248654306
479	0.968898752	0.2485329805
480	0.9689468385	0.2483623998
481	0.968982476	0.248239914
482	0.9690411481	0.2480195429
483	0.9690671709	0.247932375
484	0.9691107026	0.247778363
485	0.96913499	0.2476933561
486	0.9691777288	0.2475665393
487	0.9692596282	0.2472403096
488	0.9692898404	0.2471356777
489	0.9693189313	0.2470328658
490	0.969378716	0.2468355828
491	0.9694918124	0.2462646315
492	0.9695224994	0.2461620743
493	0.9695390959	0.2461073059
494	0.9695684033	0.2460082691
495	0.9696062615	0.2459011332
496	0.969642684	0.2457295443
497	0.9696746324	0.2456108785
498	0.9696910459	0.2455405696
499	0.9697612227	0.2452965258
500	0.969790957	0.2452019061
501	0.9698080669	0.2451391609
502	0.9698495164	0.2449672846
503	0.9698902743	0.2448278018
504	0.96993566	0.2447089885
505	0.9699830145	0.2445685351
506	0.9700110657	0.2444663634
507	0.9700584524	0.2442933381
508	0.9701296097	0.244021074
509	0.9701758307	0.2438618239
510	0.9702185068	0.2437132585
511	0.9702331101	0.2436651356
512	0.9702686178	0.243548065
513	0.9702965241	0.2434448701
514	0.970326648	0.2433538999
515	0.970361203	0.24324395
516	0.9703951649	0.2431289252
517	0.9704334972	0.2429941601
518	0.9704478777	0.242931313
519	0.9704736471	0.2428219764
520	0.9705020728	0.2427290219
521	0.9705392289	0.2426152341
522	0.9705771648	0.2424881727
523	0.9706172586	0.2423563373
524	0.9706737958	0.2421765327
525	0.9707042257	0.2420784412
526	0.9707407922	0.241922167
527	0.970777281	0.2418059505
528	0.9708350846	0.24154057
529	0.9708821525	0.2413600091
530	0.9709135204	0.2412688076
531	0.9709475239	0.2411565994
532	0.9709940659	0.2409575246
533	0.971035974	0.2407872165
534	0.9710596345	0.2407189398
535	0.971100979	0.2405877174
536	0.9711356411	0.2404664471
537	0.9711884846	0.2401208735
538	0.971207811	0.2400449776
539	0.9712296279	0.2399627304
540	0.9712679779	0.2398587318
541	0.9713195351	0.2397003865
542	0.9713484669	0.2395892431
543	0.9713800585	0.23949134
544	0.9714106349	0.2393790176
545	0.971444197	0.2392280683
546	0.971478352	0.239123902
547	0.9715179392	0.2389820523
548	0.9715242141	0.2389540555
549	0.971537037	0.2389166914
550	0.9715776747	0.2387749861
551	0.9716064799	0.2386546625
552	0.9716482464	0.2384782538
553	0.9716699659	0.2383811002
554	0.9717072096	0.2382463429
555	0.9717336318	0.2381489225
556	0.9717725428	0.2380154324
557	0.9718116501	0.2378834307
558	0.9718496965	0.2377606489
559	0.9718903092	0.2376458002
560	0.9719133162	0.2375654282
561	0.9719434753	0.237466936
562	0.9719663725	0.2373922756
563	0.9719958281	0.2372755742
564	0.9720381996	0.2371340086
565	0.972059754	0.2370401695
566	0.9721030434	0.2368877987
567	0.9721401195	0.2367593966
568	0.9721653422	0.2366675267
569	0.972203666	0.2365298001
570	0.9722370605	0.236405842
571	0.9722676867	0.2362809896
572	0.9723019355	0.2361531623
573	0.9723276152	0.2360665133
574	0.9723634073	0.2359232201
575	0.9723997442	0.2357940501
576	0.9724560283	0.2355317526
577	0.972478514	0.2354552955
578	0.9725163737	0.235320049
579	0.9725649937	0.2351329742
580	0.972583524	0.2350611594
581	0.9726392619	0.2348405082
582	0.9726795552	0.2346681503
583	0.972704998	0.2345714449
584	0.97272585	0.2344794627
585	0.9727623076	0.234353779
586	0.9727815561	0.234294455
587	0.97281571	0.2341685296
588	0.9728435848	0.2340710841
589	0.9728590345	0.2340062696
590	0.9728901325	0.2338859052
591	0.972915138	0.2338126352
592	0.9729308783	0.2337555536
593	0.9729582251	0.2336652649
594	0.9729663238	0.233626432
595	0.9730114338	0.2333656975
596	0.9730511061	0.2332127221
597	0.9730640213	0.2331574959
598	0.973094023	0.2330447832
599	0.9731605645	0.2327733443
600	0.9731947641	0.2326578982
601	0.9732248416	0.2325399685
602	0.9732583183	0.2324336982
603	0.9732961783	0.2323068243
604	0.9733297413	0.2321857651
605	0.9733932149	0.2318711504
606	0.9734091315	0.2318073098
607	0.9734359894	0.2316971583
608	0.9734636798	0.2315870255
609	0.973487261	0.2314904033
610	0.9735305222	0.2313356398
611	0.9735515673	0.2312622266
612	0.9735647223	0.2312106606
613	0.9735840529	0.2311227386
614	0.9736067611	0.231041702
615	0.9736402081	0.230942235
616	0.9736820895	0.2307973492
617	0.9737281729	0.2306331841
618	0.9737416646	0.2305615499
619	0.9737787076	0.2304140761
620	0.9738090826	0.2302969554
621	0.9738385358	0.2301984222
622	0.9738898192	0.230002763
623	0.9739145108	0.2299136669
624	0.9739455769	0.2298030195
625	0.9739726474	0.2296847874
626	0.9739979244	0.2295882199
627	0.9740200214	0.2295047222
628	0.9740354834	0.2294535937
629	0.974062878	0.2293563357
630	0.9740776637	0.229317892
631	0.9741130899	0.2292077953
632	0.9741313896	0.2291345517
633	0.9741634277	0.2289894321
634	0.9741777822	0.2289267918
635	0.9742104368	0.228797176
636	0.9742508385	0.2286547027
637	0.9742708073	0.2285936229
638	0.9743080407	0.2284514838
639	0.9743583199	0.2282311093
640	0.9743836109	0.2281220275
641	0.9744153392	0.2280106135
642	0.9744368593	0.2279275633
643	0.9744491739	0.2278851499
644	0.974471043	0.2278094914
645	0.9744883819	0.227735737
646	0.9745137769	0.2276421643
647	0.974524619	0.2275946265
648	0.9745487883	0.2275137738
649	0.974559108	0.2274699672
650	0.974587805	0.2273751505
651	0.9746112076	0.2273054072
652	0.9746278355	0.2272500258
653	0.9746468327	0.2271818085
654	0.974675186	0.2270754813
655	0.9746871015	0.2270298123
656	0.9747113631	0.2269354894
657	0.9747420841	0.2267965798
658	0.9747713585	0.2266900727
659	0.9747853783	0.2266184082
660	0.9747931763	0.2265803917
661	0.9748181274	0.2264962528
662	0.9748327231	0.2264289242
663	0.9748635255	0.226284671
664	0.9748829479	0.2262148914
665	0.9749059356	0.2261286493
666	0.9749352551	0.2260143636
667	0.9749462777	0.2259746299
668	0.9749740008	0.2258709948
669	0.9750032835	0.2257537457
670	0.9750241866	0.2256783179
671	0.9750533909	0.2255688453
672	0.975081442	0.2254590314
673	0.975105069	0.2253765235
674	0.9751299838	0.2252786693
675	0.9751419097	0.2252400196
676	0.9751675588	0.2251458059
677	0.9751924353	0.2250631392
678	0.9752256971	0.224952582
679	0.9752564731	0.2248349213
680	0.9752764968	0.2247488112
681	0.9753108085	0.2246084588
682	0.9753349384	0.2245142654
683	0.9753637645	0.2244117425
684	0.9753858384	0.2243174696
685	0.9754158301	0.2241901325
686	0.9754277704	0.2241357827
687	0.9754514361	0.224052768
688	0.9754792975	0.2238326025
689	0.9755256289	0.2236522374
690	0.9755467711	0.2235705481
691	0.9755581344	0.223524015
692	0.9755892823	0.2234126869
693	0.9756075598	0.2233411708
694	0.9756269031	0.2232503716
695	0.9756575593	0.2231375289
696	0.9756696262	0.2230805659
697	0.9757342543	0.2228131002
698	0.9757644399	0.2226998265
699	0.9757786303	0.222648437
700	0.9758047254	0.2225689592
701	0.9758337062	0.2224328892
702	0.9758583123	0.2223202567
703	0.9758947177	0.2221923833
704	0.9759209833	0.2220819126
705	0.9759537286	0.2219773397
706	0.9759840452	0.2218481389
707	0.9760070011	0.2217716224
708	0.9760259286	0.2217006383
709	0.9760461865	0.2216308961
710	0.97606401	0.2215510182
711	0.9760759564	0.221516258
712	0.9761089847	0.2213891491
713	0.9761432998	0.2212677232
714	0.9761785164	0.2211181971
715	0.9762067221	0.22101514
716	0.9762207352	0.22095872
717	0.9762438131	0.2208360077
718	0.9762590021	0.2207688294
719	0.9762855784	0.2206532933
720	0.9763168598	0.2205228108
721	0.9763485173	0.2204072217
722	0.9763819417	0.2202845957
723	0.9764072435	0.2201827716
724	0.9764252247	0.2201205815
725	0.9764374672	0.220072384
726	0.976455358	0.2199935156
727	0.9764732817	0.2199203327
728	0.976502051	0.2198371367
729	0.9765190563	0.2197568997
730	0.9765603862	0.2196256552
731	0.9765857662	0.2195390612
732	0.9765987639	0.2194837767
733	0.9766072673	0.2194555673
734	0.9766141167	0.2194172882
735	0.9766440469	0.2192834414
736	0.9766594297	0.2192200149
737	0.9766724182	0.2191485718
738	0.9766888706	0.219083101
739	0.9767144473	0.2189766381
740	0.9767366105	0.2188927032
741	0.9767558971	0.2188229905
742	0.9767881735	0.2186952035
743	0.9768177262	0.2185797388
744	0.9768362919	0.2185081841
745	0.9768544127	0.2184386067
746	0.9768710254	0.218366052
747	0.9768799063	0.2183295697
748	0.9768947029	0.2182458286
749	0.976915219	0.2181749394
750	0.9769502236	0.2180590655
751	0.9769704911	0.2179876737
752	0.976983462	0.21792959
753	0.9770053774	0.2178543827
754	0.9770352873	0.2177260102
755	0.9770606355	0.2176455214
756	0.9770926696	0.2175301612
757	0.9771049985	0.217470298
758	0.9771371319	0.2173646268
759	0.9771645547	0.2172483087
760	0.9771855904	0.2171527906
761	0.977215327	0.217048446
762	0.9772463009	0.2169427984
763	0.9772568569	0.2169012474
764	0.9772801609	0.2168032171
765	0.9773319495	0.2165788358
766	0.9773645198	0.2164552653
767	0.9773909576	0.2163412848
768	0.9774163279	0.2162447134
769	0.9774496044	0.2161392055
770	0.9774753047	0.2160315605
771	0.9774907016	0.215978976
772	0.9775100424	0.2159184898
773	0.977527953	0.2158471414
774	0.9775433084	0.2157726258
775	0.9775741038	0.2156638995
776	0.9775968338	0.2155638004
777	0.9776109498	0.2155176082
778	0.9776309357	0.2154353234
779	0.977648927	0.2153576037
780	0.9776612996	0.2153141873
781	0.9776795031	0.2152369809
782	0.977726881	0.2149626778
783	0.9777642737	0.2148011348
784	0.977790229	0.2146751001
785	0.9778089833	0.2146125052
786	0.9778333939	0.2145063153
787	0.9778634183	0.2143940008
788	0.9778874595	0.2142994527
789	0.9779127481	0.2141744322
790	0.9779493124	0.2139871033
791	0.9779694632	0.2139129506
792	0.977985212	0.2138588677
793	0.9780153856	0.2137403094
794	0.978024489	0.2136970957
795	0.978046137	0.2136026173
796	0.9780711578	0.2135127851
797	0.9780924234	0.2134156576
798	0.9781148499	0.2133340922
799	0.9781328165	0.2132695269
800	0.9781432178	0.2132289089
801	0.9781719249	0.213131243
802	0.9781922571	0.2130372206
803	0.9782073451	0.2129729584
804	0.9782284648	0.2129056767
805	0.9782537428	0.212815269
806	0.9782813435	0.2127243473
807	0.9783109072	0.2126167079
808	0.9783345713	0.2125182268
809	0.9783538769	0.2124371321
810	0.9783616077	0.2123958421
811	0.9783803227	0.2123284524
812	0.9783967362	0.2122760754
813	0.9784270244	0.2121390348
814	0.9784455888	0.2120621583
815	0.9784604328	0.2120161422
816	0.9784773128	0.2119571274
817	0.9784992328	0.2118575342
818	0.9785222105	0.2117828447
819	0.9785393466	0.2117068838
820	0.9785528963	0.2116663286
821	0.9785758957	0.2115639015
822	0.978589809	0.2115140593
823	0.9786024597	0.2114566635
824	0.9786267078	0.2113542694
825	0.9786491552	0.2112707617
826	0.9786663776	0.2111968219
827	0.9786781348	0.2111343226
828	0.9786988512	0.2110686181
829	0.9787129461	0.2110219546
830	0.9787198131	0.2109934674
831	0.9787514217	0.2108756149
832	0.97877287	0.2107768084
833	0.9787936714	0.2106888613
834	0.9788209161	0.2105906881
835	0.9788282727	0.2105578308
836	0.9788493836	0.2104340966
837	0.9788758068	0.210150247
838	0.9788884386	0.2100891103
839	0.978907493	0.2100032467
840	0.9789352276	0.2098963488
841	0.9789493246	0.2098290603
842	0.9789661879	0.2097618614
843	0.979003085	0.2094989545
844	0.9790277144	0.209403497
845	0.9790608042	0.2092679085
846	0.9790716023	0.2092179836
847	0.9790864847	0.2091547616
848	0.9790998715	0.2091019727
849	0.9791244133	0.2090097278
850	0.9791317101	0.2089824776
851	0.979157744	0.2088711703
852	0.979183155	0.2087932723
853	0.979206835	0.208685207
854	0.9792191707	0.2086412931
855	0.979259324	0.208414016
856	0.9792996782	0.2081863124
857	0.9793134744	0.208149203
858	0.9793308367	0.2080826219
859	0.9793444743	0.2080159715
860	0.9793547017	0.2079672508
861	0.9793620606	0.2079347951
862	0.9793942732	0.20775148
863	0.9794199881	0.2076615888
864	0.9794362242	0.2076038808
865	0.9794505694	0.207536414
866	0.9794739632	0.207433993
867	0.9794928925	0.2073567954
868	0.9795088775	0.2072837329
869	0.9795302919	0.2072097398
870	0.9795494225	0.2071366145
871	0.9795675129	0.2070679648
872	0.97959746	0.2069164839
873	0.9796161591	0.2068683817
874	0.9796435815	0.2067472928
875	0.9796667703	0.2066607072
876	0.979680598	0.2066009425
877	0.979701153	0.2065107895
878	0.979731396	0.206350652
879	0.9797529169	0.206272615
880	0.9797857084	0.2061552076
881	0.9797988098	0.2061129005
882	0.9798230849	0.20597716
883	0.9798364224	0.2059152775
884	0.9798492093	0.2058548944
